ipvId;ado;longName;Precio_AC;PRUVAL_MID_PRICE;N_CONTRIB_MID;MPU_FVA;N_CONTRIB_SPREAD;COC_FVA_P50;COC_FVA_MEAN
C0.GBMRISK.3001001028870_4Y_25FLY;C0.GBMRISK.3001001028870;VOLFX-CADHKD_4Y_25FLY;0.1414;0.1413;1;0.1413;1;3.0883;3.0883
C0.GBMRISK.3001001028870_5Y_ATM;C0.GBMRISK.3001001028870;VOLFX-CADHKD_5Y_ATM;10.4523;10.4523;1;10.4523;1;7.873;7.873
C0.GBMRISK.3001001028870_5Y_10RR;C0.GBMRISK.3001001028870;VOLFX-CADHKD_5Y_10RR;-1.929;-1.929;1;-1.929;1;9.7214;9.7214
C0.GBMRISK.3001001028870_5Y_10FLY;C0.GBMRISK.3001001028870;VOLFX-CADHKD_5Y_10FLY;1.0056;1.0056;1;1.0056;1;6.481;6.481
C0.GBMRISK.3001001028870_5Y_25RR;C0.GBMRISK.3001001028870;VOLFX-CADHKD_5Y_25RR;-1.0008;-1.0008;1;-1.0008;1;5.6708;5.6708
C0.GBMRISK.3001001028870_5Y_25FLY;C0.GBMRISK.3001001028870;VOLFX-CADHKD_5Y_25FLY;0.1262;0.1262;1;0.1262;1;4.0506;4.0506
C0.GBMRISK.3001001034727_ON_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_ON_ATM;35.8865;;0;;0;;
C0.GBMRISK.3001001034727_ON_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_ON_10RR;-11.9727;;0;;0;;
C0.GBMRISK.3001001034727_ON_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_ON_10FLY;9.9323;;0;;0;;
C0.GBMRISK.3001001034727_ON_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_ON_25RR;-5.8021;;0;;0;;
C0.GBMRISK.3001001034727_ON_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_ON_25FLY;3.1002;;0;;0;;
C0.GBMRISK.3001001034727_1D_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1D_ATM;35.8865;;0;;0;;
C0.GBMRISK.3001001034727_1D_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1D_10RR;-11.9727;;0;;0;;
C0.GBMRISK.3001001034727_1D_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1D_10FLY;9.9323;;0;;0;;
C0.GBMRISK.3001001034727_1D_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1D_25RR;-5.8021;;0;;0;;
C0.GBMRISK.3001001034727_1D_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1D_25FLY;3.1002;;0;;0;;
C0.GBMRISK.3001001034727_1W_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1W_ATM;30.3599;;0;;0;;
C0.GBMRISK.3001001034727_1W_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1W_10RR;-8.5694;;0;;0;;
C0.GBMRISK.3001001034727_1W_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1W_10FLY;6.5564;;0;;0;;
C0.GBMRISK.3001001034727_1W_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1W_25RR;-4.4207;;0;;0;;
C0.GBMRISK.3001001034727_1W_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1W_25FLY;1.9598;;0;;0;;
C0.GBMRISK.3001001034727_2W_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2W_ATM;31.1165;;0;;0;;
C0.GBMRISK.3001001034727_2W_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2W_10RR;-6.8892;;0;;0;;
C0.GBMRISK.3001001034727_2W_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2W_10FLY;5.4981;;0;;0;;
C0.GBMRISK.3001001034727_2W_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2W_25RR;-3.6563;;0;;0;;
C0.GBMRISK.3001001034727_2W_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2W_25FLY;1.6979;;0;;0;;
C0.GBMRISK.3001001034727_3W_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3W_ATM;31.2085;;0;;0;;
C0.GBMRISK.3001001034727_3W_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3W_10RR;-7.0654;;0;;0;;
C0.GBMRISK.3001001034727_3W_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3W_10FLY;5.3657;;0;;0;;
C0.GBMRISK.3001001034727_3W_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3W_25RR;-3.7987;;0;;0;;
C0.GBMRISK.3001001034727_3W_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3W_25FLY;1.7057;;0;;0;;
C0.GBMRISK.3001001034727_1M_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1M_ATM;30.5425;;0;;0;;
C0.GBMRISK.3001001034727_1M_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1M_10RR;-8.7514;;0;;0;;
C0.GBMRISK.3001001034727_1M_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1M_10FLY;5.929;;0;;0;;
C0.GBMRISK.3001001034727_1M_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1M_25RR;-4.5404;;0;;0;;
C0.GBMRISK.3001001034727_1M_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1M_25FLY;1.8965;;0;;0;;
C0.GBMRISK.3001001034727_2M_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2M_ATM;31.7994;;0;;0;;
C0.GBMRISK.3001001034727_2M_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2M_10RR;-12.9786;;0;;0;;
C0.GBMRISK.3001001034727_2M_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2M_10FLY;7.8359;;0;;0;;
C0.GBMRISK.3001001034727_2M_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2M_25RR;-6.2941;;0;;0;;
C0.GBMRISK.3001001034727_2M_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2M_25FLY;2.5297;;0;;0;;
C0.GBMRISK.3001001034727_3M_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3M_ATM;32.2224;;0;;0;;
C0.GBMRISK.3001001034727_3M_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3M_10RR;-14.4983;;0;;0;;
C0.GBMRISK.3001001034727_3M_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3M_10FLY;8.4515;;0;;0;;
C0.GBMRISK.3001001034727_3M_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3M_25RR;-7.0093;;0;;0;;
C0.GBMRISK.3001001034727_3M_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3M_25FLY;2.8233;;0;;0;;
C0.GBMRISK.3001001034727_6M_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_6M_ATM;33.8394;;0;;0;;
C0.GBMRISK.3001001034727_6M_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_6M_10RR;-19.2928;;0;;0;;
C0.GBMRISK.3001001034727_6M_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_6M_10FLY;9.9759;;0;;0;;
C0.GBMRISK.3001001034727_6M_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_6M_25RR;-9.4064;;0;;0;;
C0.GBMRISK.3001001034727_6M_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_6M_25FLY;3.7304;;0;;0;;
C0.GBMRISK.3001001034727_9M_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_9M_ATM;34.1932;;0;;0;;
C0.GBMRISK.3001001034727_9M_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_9M_10RR;-21.1306;;0;;0;;
C0.GBMRISK.3001001034727_9M_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_9M_10FLY;10.5552;;0;;0;;
C0.GBMRISK.3001001034727_9M_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_9M_25RR;-10.4349;;0;;0;;
C0.GBMRISK.3001001034727_9M_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_9M_25FLY;4.2545;;0;;0;;
C0.GBMRISK.3001001034727_1Y_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1Y_ATM;34.3045;;0;;0;;
C0.GBMRISK.3001001034727_1Y_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1Y_10RR;-22.4877;;0;;0;;
C0.GBMRISK.3001001034727_1Y_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1Y_10FLY;11.1465;;0;;0;;
C0.GBMRISK.3001001034727_1Y_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1Y_25RR;-11.2978;;0;;0;;
C0.GBMRISK.3001001034727_1Y_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_1Y_25FLY;4.7664;;0;;0;;
C0.GBMRISK.3001001034727_2Y_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2Y_ATM;34.5539;;0;;0;;
C0.GBMRISK.3001001034727_2Y_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2Y_10RR;-24.0758;;0;;0;;
C0.GBMRISK.3001001034727_2Y_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2Y_10FLY;12.0499;;0;;0;;
C0.GBMRISK.3001001034727_2Y_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2Y_25RR;-13.0497;;0;;0;;
C0.GBMRISK.3001001034727_2Y_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_2Y_25FLY;6.0608;;0;;0;;
C0.GBMRISK.3001001034727_3Y_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3Y_ATM;32.4863;;0;;0;;
C0.GBMRISK.3001001034727_3Y_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3Y_10RR;-24.5433;;0;;0;;
C0.GBMRISK.3001001034727_3Y_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3Y_10FLY;11.9116;;0;;0;;
C0.GBMRISK.3001001034727_3Y_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3Y_25RR;-14.3547;;0;;0;;
C0.GBMRISK.3001001034727_3Y_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_3Y_25FLY;6.7302;;0;;0;;
C0.GBMRISK.3001001034727_4Y_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_4Y_ATM;31.465;;0;;0;;
C0.GBMRISK.3001001034727_4Y_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_4Y_10RR;-25.2263;;0;;0;;
C0.GBMRISK.3001001034727_4Y_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_4Y_10FLY;12.1399;;0;;0;;
C0.GBMRISK.3001001034727_4Y_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_4Y_25RR;-15.7349;;0;;0;;
C0.GBMRISK.3001001034727_4Y_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_4Y_25FLY;7.5491;;0;;0;;
C0.GBMRISK.3001001034727_5Y_ATM;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_5Y_ATM;30.8812;;0;;0;;
C0.GBMRISK.3001001034727_5Y_10RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_5Y_10RR;-25.523;;0;;0;;
C0.GBMRISK.3001001034727_5Y_10FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_5Y_10FLY;12.2794;;0;;0;;
C0.GBMRISK.3001001034727_5Y_25RR;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_5Y_25RR;-17.0999;;0;;0;;
C0.GBMRISK.3001001034727_5Y_25FLY;C0.GBMRISK.3001001034727;VOLFX-RUBPLN_5Y_25FLY;8.3981;;0;;0;;
C0.GBMRISK.1000000730143_ON_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_ON_ATM;8.67;10.7363;3;9.56;3;4;8.5959
C0.GBMRISK.1000000730143_ON_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_ON_10RR;1.285;2.4861;3;1.28;3;4.8;10.3152
C0.GBMRISK.1000000730143_ON_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_ON_10FLY;0.365;0.7315;3;0.365;3;3.2;6.8768
C0.GBMRISK.1000000730143_ON_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_ON_25RR;0.615;1.2131;3;0.61;3;3.8;6.3506
C0.GBMRISK.1000000730143_ON_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_ON_25FLY;0.05;0.114;3;0.05;3;3;4.6314
C0.GBMRISK.1000000730143_1D_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_1D_ATM;8.67;10.7363;3;9.56;3;4;8.5959
C0.GBMRISK.1000000730143_1D_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1D_10RR;1.285;2.4861;3;1.28;3;4.8;10.3152
C0.GBMRISK.1000000730143_1D_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1D_10FLY;0.365;0.7315;3;0.365;3;3.2;6.8768
C0.GBMRISK.1000000730143_1D_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1D_25RR;0.615;1.2131;3;0.61;3;3.8;6.3506
C0.GBMRISK.1000000730143_1D_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1D_25FLY;0.05;0.114;3;0.05;3;3;4.6314
C0.GBMRISK.1000000730143_1W_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_1W_ATM;11.645;11.4594;3;11.64;3;2.7;2.67
C0.GBMRISK.1000000730143_1W_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1W_10RR;1.435;1.3367;3;1.435;3;3.24;4.8143
C0.GBMRISK.1000000730143_1W_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1W_10FLY;0.425;0.5722;4;0.486;3;2.16;3.2107
C0.GBMRISK.1000000730143_1W_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1W_25RR;0.675;0.585;3;0.675;3;2.84;3.1464
C0.GBMRISK.1000000730143_1W_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1W_25FLY;0.05;0.0608;4;0.115;3;2.31;2.3412
C0.GBMRISK.1000000730143_2W_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_2W_ATM;11.4975;11.2363;3;11.4975;3;2.955;2.8183
C0.GBMRISK.1000000730143_2W_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_2W_10RR;1.8025;1.7208;3;1.8025;3;3.6;4.8973
C0.GBMRISK.1000000730143_2W_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_2W_10FLY;0.4875;0.5436;4;0.5513;3;2.39;3.2621
C0.GBMRISK.1000000730143_2W_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_2W_25RR;0.86;0.7783;3;0.86;3;3.09;3.1875
C0.GBMRISK.1000000730143_2W_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_2W_25FLY;0.07;0.0749;4;0.135;3;2.5;2.3749
C0.GBMRISK.1000000730143_3W_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_3W_ATM;11.095;9.6236;3;9.3825;3;3.85;4.4222
C0.GBMRISK.1000000730143_3W_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_3W_10RR;1.25;1.9899;3;1.25;3;4.11;4.9073
C0.GBMRISK.1000000730143_3W_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_3W_10FLY;0.265;0.4002;3;0.265;3;2.74;3.2715
C0.GBMRISK.1000000730143_3W_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_3W_25RR;0.4325;0.865;3;0.4325;3;2.99;3.1934
C0.GBMRISK.1000000730143_3W_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_3W_25FLY;0.001;-0.1086;3;-0.195;3;2.43;2.3789
C0.GBMRISK.1000000730143_1M_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_1M_ATM;10.925;10.6365;3;10.6146;3;2.22;2.1533
C0.GBMRISK.1000000730143_1M_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1M_10RR;2.1675;2.1017;3;2.165;3;2.69;4.0232
C0.GBMRISK.1000000730143_1M_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1M_10FLY;0.575;0.6556;4;0.646;3;1.79;2.6832
C0.GBMRISK.1000000730143_1M_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1M_25RR;0.965;1.2845;3;0.965;3;2.57;2.6866
C0.GBMRISK.1000000730143_1M_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1M_25FLY;0.095;0.1039;4;0.1625;3;2.12;2.0133
C0.GBMRISK.1000000730143_2M_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_2M_ATM;11.0275;10.9739;3;11.0275;3;2.195;2.1317
C0.GBMRISK.1000000730143_2M_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_2M_10RR;2.6125;2.6185;3;2.6125;3;2.64;3.9634
C0.GBMRISK.1000000730143_2M_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_2M_10FLY;0.8125;0.8142;3;0.815;3;1.77;2.645
C0.GBMRISK.1000000730143_2M_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_2M_25RR;1.335;1.3383;3;1.335;3;2.54;2.6463
C0.GBMRISK.1000000730143_2M_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_2M_25FLY;0.26;0.26;3;0.26;3;2.1;1.9854
C0.GBMRISK.1000000730143_3M_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_3M_ATM;10.8584;10.9506;3;10.9425;3;2.145;2.0983
C0.GBMRISK.1000000730143_3M_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_3M_10RR;2.8968;2.9042;3;2.8975;3;2.58;3.9044
C0.GBMRISK.1000000730143_3M_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_3M_10FLY;0.913;0.9145;3;0.915;3;1.715;2.599
C0.GBMRISK.1000000730143_3M_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_3M_25RR;1.4869;1.4908;3;1.4875;3;2.51;2.6135
C0.GBMRISK.1000000730143_3M_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_3M_25FLY;0.2876;0.2875;3;0.2875;3;2.07;1.9592
C0.GBMRISK.1000000730143_6M_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_6M_ATM;10.78;10.7459;3;10.78;3;2;2
C0.GBMRISK.1000000730143_6M_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_6M_10RR;3.495;3.4967;3;3.495;3;2.4;3.7487
C0.GBMRISK.1000000730143_6M_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_6M_10FLY;1.12;1.12;3;1.12;3;1.6;2.5013
C0.GBMRISK.1000000730143_6M_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_6M_25RR;1.79;1.79;3;1.79;3;2.4;2.522
C0.GBMRISK.1000000730143_6M_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_6M_25FLY;0.35;0.35;3;0.35;3;2;1.8967
C0.GBMRISK.1000000730143_9M_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_9M_ATM;10.74;10.7662;3;10.7375;3;2.14;3.1818
C0.GBMRISK.1000000730143_9M_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_9M_10RR;3.7525;5.2116;3;3.7525;3;2.565;3.8257
C0.GBMRISK.1000000730143_9M_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_9M_10FLY;1.1975;1.599;3;1.1975;3;1.715;2.5533
C0.GBMRISK.1000000730143_9M_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_9M_25RR;1.9;2.6171;3;1.9;3;2.49;2.5651
C0.GBMRISK.1000000730143_9M_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_9M_25FLY;0.365;0.5355;3;0.365;3;2.07;1.9289
C0.GBMRISK.1000000730143_1Y_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_1Y_ATM;10.745;11.1137;4;10.8895;3;2.25;2.1667
C0.GBMRISK.1000000730143_1Y_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1Y_10RR;4.16;4.166;3;4.16;3;2.71;3.9485
C0.GBMRISK.1000000730143_1Y_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1Y_10FLY;1.3925;1.3925;3;1.3925;3;1.8;2.6285
C0.GBMRISK.1000000730143_1Y_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_1Y_25RR;2.135;2.1383;3;2.135;3;2.58;2.6347
C0.GBMRISK.1000000730143_1Y_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_1Y_25FLY;0.4325;0.4325;3;0.4325;3;2.13;1.9788
C0.GBMRISK.1000000730143_2Y_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_2Y_ATM;11.025;11.599;3;11.4151;3;3.25;3.9103
C0.GBMRISK.1000000730143_2Y_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_2Y_10RR;4.55;5.9131;3;4.583;2;5.5824;5.5824
C0.GBMRISK.1000000730143_2Y_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_2Y_10FLY;1.545;1.9246;3;1.549;2;3.7216;3.7216
C0.GBMRISK.1000000730143_2Y_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_2Y_25RR;2.3325;3.0295;3;2.35;2;3.2564;3.2564
C0.GBMRISK.1000000730143_2Y_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_2Y_25FLY;0.4775;0.6991;3;0.48;2;2.3259;2.3259
C0.GBMRISK.1000000730143_3Y_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_3Y_ATM;12.64;12.9301;2;12.9301;2;4.9372;4.9372
C0.GBMRISK.1000000730143_3Y_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_3Y_10RR;4.68;7.3076;2;7.3076;2;6.0247;6.0247
C0.GBMRISK.1000000730143_3Y_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_3Y_10FLY;1.685;2.8006;2;2.8006;2;4.0164;4.0164
C0.GBMRISK.1000000730143_3Y_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_3Y_25RR;2.4;3.785;2;3.785;2;3.5143;3.5143
C0.GBMRISK.1000000730143_3Y_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_3Y_25FLY;0.53;1.1256;2;1.1256;2;2.5103;2.5103
C0.GBMRISK.1000000730143_4Y_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_4Y_ATM;12.325;12.6633;2;12.6633;2;5.1979;5.1979
C0.GBMRISK.1000000730143_4Y_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_4Y_10RR;5.2675;7.5943;2;7.5943;2;6.3696;6.3696
C0.GBMRISK.1000000730143_4Y_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_4Y_10FLY;1.7275;2.7122;2;2.7122;2;4.2473;4.2473
C0.GBMRISK.1000000730143_4Y_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_4Y_25RR;2.7225;4.0086;2;4.0086;2;3.718;3.718
C0.GBMRISK.1000000730143_4Y_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_4Y_25FLY;0.5525;1.1674;2;1.1674;2;2.6542;2.6542
C0.GBMRISK.1000000730143_5Y_ATM;C0.GBMRISK.1000000730143;VOLFX-USDRON_5Y_ATM;13.05;13.4889;2;13.4889;2;5.5575;5.5575
C0.GBMRISK.1000000730143_5Y_10RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_5Y_10RR;5.85;8.5034;2;8.5034;2;6.8683;6.8683
C0.GBMRISK.1000000730143_5Y_10FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_5Y_10FLY;1.885;3.1285;2;3.1285;2;4.5789;4.5789
C0.GBMRISK.1000000730143_5Y_25RR;C0.GBMRISK.1000000730143;VOLFX-USDRON_5Y_25RR;3;4.5474;2;4.5474;2;4.0066;4.0066
C0.GBMRISK.1000000730143_5Y_25FLY;C0.GBMRISK.1000000730143;VOLFX-USDRON_5Y_25FLY;0.58;1.4146;2;1.4146;2;2.8618;2.8618
C0.GBMRISK.3001001050944_ON_ATM;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_ON_ATM;11.9365;;0;;0;;
C0.GBMRISK.3001001050944_ON_10RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_ON_10RR;-2.8676;;0;;0;;
C0.GBMRISK.3001001050944_ON_10FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_ON_10FLY;1.3392;;0;;0;;
C0.GBMRISK.3001001050944_ON_25RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_ON_25RR;-1.5223;;0;;0;;
C0.GBMRISK.3001001050944_ON_25FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_ON_25FLY;0.4464;;0;;0;;
C0.GBMRISK.3001001050944_1D_ATM;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1D_ATM;11.9365;;0;;0;;
C0.GBMRISK.3001001050944_1D_10RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1D_10RR;-2.8676;;0;;0;;
C0.GBMRISK.3001001050944_1D_10FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1D_10FLY;1.3392;;0;;0;;
C0.GBMRISK.3001001050944_1D_25RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1D_25RR;-1.5223;;0;;0;;
C0.GBMRISK.3001001050944_1D_25FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1D_25FLY;0.4464;;0;;0;;
C0.GBMRISK.3001001050944_1W_ATM;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1W_ATM;10.0907;10.0908;1;10.0908;1;1.2827;1.2827
C0.GBMRISK.3001001050944_1W_10RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1W_10RR;-2.0716;-2.0716;1;-2.0716;1;1.5394;1.5394
C0.GBMRISK.3001001050944_1W_10FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1W_10FLY;0.8963;0.8963;1;0.8963;1;1.0262;1.0262
C0.GBMRISK.3001001050944_1W_25RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1W_25RR;-1.109;-1.109;1;-1.109;1;0.898;0.898
C0.GBMRISK.3001001050944_1W_25FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_1W_25FLY;0.2704;0.2704;1;0.2704;1;0.6414;0.6414
C0.GBMRISK.3001001050944_2W_ATM;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_2W_ATM;9.7297;9.7297;1;9.7297;1;1.1032;1.1032
C0.GBMRISK.3001001050944_2W_10RR;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_2W_10RR;-2.4342;-2.4343;1;-2.4343;1;1.3241;1.3241
C0.GBMRISK.3001001050944_2W_10FLY;C0.GBMRISK.3001001050944;VOLFX-CNHHKD_2W_10FLY;1.0573;1.0573;1;1.0573;1;0.8827;0.8827
